thread_id,tweet_id,author_id,inbound,created_at,text,turn_index,clean_text,is_triage
1007015,1007013,AmazonHelp,False,2017-10-22T19:56:53Z,"@171648 Apologies for the experience, Morphie. Please reach us from the link shared for us to assist you better. ^SV",1,"Apologies for the experience, Morphie. Please reach us from the link shared for us to assist you better.",True
1007015,1007014,171648,True,2017-10-22T20:00:06Z,@AmazonHelp Amazon Refund my Curior charge for a 1KG item 100.let me know which Curior brought 1Kg item in 100rs?.,2,Amazon Refund my Curior charge for a 1KG item 100.let me know which Curior brought 1Kg item in 100rs?.,False
1007015,1007016,AmazonHelp,False,2017-10-22T20:02:57Z,"@171648 I get your concern, Morphine. Could you please confirm, if you've reached us from the link shared? ^SV",3,"I get your concern, Morphine. Could you please confirm, if you've reached us from the link shared?",False
1007015,1007017,171648,True,2017-10-22T20:03:27Z,@AmazonHelp Where is the link ?,4,Where is the link?,False
1007015,1007018,AmazonHelp,False,2017-10-22T20:09:00Z,@171648 I’d like to help you; please share your details here: https://t.co/beaaDm0muc and I’ll contact you soon. ^VR,5,I’d like to help you; please share your details here and I’ll contact you soon.,True
1007032,1007032,358302,True,2017-10-22T19:40:41Z,"Another @115830 Prime next day delivery order, another non delivery/dispatch. Think that's about 5 in the last few months... #Useless",0,"Another Prime next day delivery order, another non delivery/dispatch. Think that's about 5 in the last few months... #Useless.",False
1007032,1007031,AmazonHelp,False,2017-10-22T19:47:00Z,@358302 I'm sorry your parcel hasn't arrived! Were you given an updated delivery date or notice of delay? We'd like to help! ^ZW,1,I'm sorry your parcel hasn't arrived! Were you given an updated delivery date or notice of delay? We'd like to help!,False
1007032,1007029,358302,True,2017-10-22T19:48:53Z,"@AmazonHelp It has literally just been dispatched. App now says expected 22-24th. Let's not beat around the bush, it's arriving Tuesday isn't it.",2,"It has literally just been dispatched. App now says expected 22-24th. Let's not beat around the bush, it's arriving Tuesday isn't it.",False
1007032,1007027,AmazonHelp,False,2017-10-22T19:53:30Z,@358302 Deliveries take place up to 9pm. Any parcel that doesn't arrive by then will be rescheduled for delivery the next business day.^ZW,3,Deliveries take place up to 9pm. Any parcel that doesn't arrive by then will be rescheduled for delivery the next business day.,False
1007032,1007028,358302,True,2017-10-22T19:56:28Z,"@AmazonHelp Delivery from Hinkley in 5 minutes?! The delivery driver would be doing 1,200mph or about Mach 1.5! What's he driving, a jet?!",4,"Delivery from Hinkley in 5 minutes?! The delivery driver would be doing 1,200mph or about Mach 1.5! What's he driving, a jet?!",False
1007032,1007030,AmazonHelp,False,2017-10-22T20:12:33Z,"@358302 If your parcel is not delivered today, then a redelivery will be scheduled for tomorrow. ^AR",5,"If your parcel is not delivered today, then a redelivery will be scheduled for tomorrow.",False
1007726,1007726,358465,True,2017-10-22T20:10:04Z,Care to explain @115830? Ruining birthdays is NOT cool https://t.co/iXeoJvwjD9,0,Care to explain? Ruining birthdays is NOT cool.,False
1007726,1007724,AmazonHelp,False,2017-10-22T20:13:29Z,"@358465 Truly sorry that we've missed our mark! Please, let us know if it doesn't arrive by the updated delivery date. ^JE",1,"Truly sorry that we've missed our mark! Please, let us know if it doesn't arrive by the updated delivery date.",False
1007726,1007725,358465,True,2017-10-22T20:15:17Z,@AmazonHelp Could I not get an explanation on why guaranteed doesn't mean guaranteed? The person these are being delivered to goes away tomorrow!,2,Could I not get an explanation on why guaranteed doesn't mean guaranteed? The person these are being delivered to goes away tomorrow!,False
1008512,1008512,358646,True,2017-10-22T20:10:06Z,Hey @115830 please pay my seller funds which has been held for over 115 days! __email__ https://t.co/DFWL3p3WuE,0,Hey please pay my seller funds which has been held for over 115 days! __email__.,False
1008512,1008511,AmazonHelp,False,2017-10-22T20:14:41Z,@358646 I'm sorry. We're unable to access account info via twitter. Please contact us directly: https://t.co/aV4D1bdmR5 ^JF,1,I'm sorry. We're unable to access account info via twitter. Please contact us directly.,True
1009227,1009227,358805,True,2017-10-22T20:27:17Z,@115821 I love that when you guys deliver my package to the wrong address Praveen tells me to file a police report.,0,I love that when you guys deliver my package to the wrong address Praveen tells me to file a police report.,False
1009227,1009225,AmazonHelp,False,2017-10-22T20:39:30Z,@358805 I'm sorry for the trouble! Can you please confirm who the carrier is: https://t.co/Y5jpI9gRhE? ^ST,1,I'm sorry for the trouble! Can you please confirm who the carrier is?,False
1009227,1009226,358805,True,2017-10-22T20:49:14Z,@AmazonHelp Amazon was the delivery service.,2,Amazon was the delivery service.,False
1009227,1009228,AmazonHelp,False,2017-10-22T20:56:00Z,"@358805 I'd like a member of my team to investigate this matter. Please, provide us details here: https://t.co/qXjUpeRNTS ^JE",3,"I'd like a member of my team to investigate this matter. Please, provide us details here.",True
1009231,1009231,358806,True,2017-10-22T20:21:58Z,"Honestly though @AmazonHelp, considering the order was not only late by two days, It it was packaged in a bubble wrap envelope. Ridiculous. https://t.co/0GgK7lcoz3",0,"Honestly though, considering the order was not only late by two days, It it was packaged in a bubble wrap envelope. Ridiculous.",False
1009231,1009229,AmazonHelp,False,2017-10-22T20:39:29Z,@358806 I'm very sorry for the troubles! Is the product okay? Please let us know! ^SK,1,I'm very sorry for the troubles! Is the product okay? Please let us know!,False
1009231,1009230,358806,True,2017-10-22T22:44:33Z,"@AmazonHelp The product works, though the collector's value is gone because of poor shipping. It's inexcusable.",2,"The product works, though the collector's value is gone because of poor shipping. It's inexcusable.",False
1009231,1009232,AmazonHelp,False,2017-10-22T23:03:00Z,@358806 I understand how frustrating this may be. We value your feedback. Please provide your thoughts here: https://t.co/KRFjprS3TV ^VB,3,I understand how frustrating this may be. We value your feedback. Please provide your thoughts here.,False
1010409,1010409,359090,True,2017-10-14T14:12:09Z,"@115821 trying to reroute packages from #SANTAROSA, you are making it VERY difficult, your customer service isn't sympathetic at all! #help",0,"trying to reroute packages from #SANTAROSA, you are making it VERY difficult, your customer service isn't sympathetic at all! #help.",False
1010409,1010407,AmazonHelp,False,2017-10-14T14:19:00Z,@359090 Sorry to hear that. Are you having difficulty with an order? ^BM,1,Sorry to hear that. Are you having difficulty with an order?,False
1010409,1010408,359090,True,2017-10-14T17:54:14Z,"@AmazonHelp Yes! I'm trying to reroute packages from a home that was lost in the Sonoma County, California fires.",2,"Yes! I'm trying to reroute packages from a home that was lost in the Sonoma County, California fires.",False
1010409,1010410,AmazonHelp,False,2017-10-14T17:59:00Z,@359090 I see. Which carrier is your order with? Please check here: https://t.co/Y5jpI9gRhE. ^WJ,3,I see. Which carrier is your order with? Please check here.,False
1010409,1010411,359090,True,2017-10-16T13:24:41Z,"@AmazonHelp FedEx. It seems to be fixed, but the process was awful. We were questioned over and over, and it was extremely frustrating.",4,"FedEx. It seems to be fixed, but the process was awful. We were questioned over and over, and it was extremely frustrating.",False
1010409,1010412,AmazonHelp,False,2017-10-16T13:40:34Z,@359090 We'd like to submit your feedback to our delivery team for review please send us an email here: https://t.co/hApLpMlfHN ^KP,5,We'd like to submit your feedback to our delivery team for review please send us an email here.,False
1010409,1010413,359090,True,2017-10-17T17:32:30Z,"@AmazonHelp I am sorry, we just don't have time for the survey. Just PLEASE understand, compassion is needed in all situations.",6,"I am sorry, we just don't have time for the survey. Just PLEASE understand, compassion is needed in all situations.",False
1011641,1011641,359364,True,2017-10-14T14:35:09Z,1. @115821 I preordered a £79 game from your website. I cancelled it and am now being told I'm not entitled to a refund. My bank statement,0,1. I preordered a £79 game from your website. I cancelled it and am now being told I'm not entitled to a refund. My bank statement.,False
1011641,1011639,AmazonHelp,False,2017-10-14T14:44:05Z,"@359364 Hi, did you cancel the order from Your account prior to it being dispatched? ^AT",1,"Hi, did you cancel the order from Your account prior to it being dispatched?",False
1011641,1011640,359364,True,2017-10-14T14:48:51Z,"@AmazonHelp It hasn't been released yet, it was due to release in November but I cancelled the order",2,"It hasn't been released yet, it was due to release in November but I cancelled the order.",False
1011662,1011662,359368,True,2017-10-14T14:34:40Z,Another @127161 delivery that has arrived badly damaged. No choice but to return them. #notimpressed cc: @AmazonHelp https://t.co/yFHjg36WDC,0,Another delivery that has arrived badly damaged. No choice but to return them. #notimpressed cc.,False
1011662,1011661,AmazonHelp,False,2017-10-14T14:42:01Z,@359368 I'm sorry they arrived in this condition! Please contact us here so we can escalate this further: https://t.co/JzP7hlA23B ^BH,1,I'm sorry they arrived in this condition! Please contact us here so we can escalate this further.,True
1011691,1011691,142382,True,2017-10-14T14:25:53Z,@115821 I ordered 5 pans..I have enough boxes to pack up my entire house. #overkill #wastepackaging #recycle #amazonprime https://t.co/e5VPDTNie1,0,I ordered 5 pans..I have enough boxes to pack up my entire house. #overkill #wastepackaging #recycle #amazonprime.,False
1011691,1011690,142382,True,2017-10-14T14:37:27Z,@AmazonHelp The frying pan I have literally taken out of the packaging and its scuffed. I'm not very impressed https://t.co/l2efHIdKxT,1,The frying pan I have literally taken out of the packaging and its scuffed. I'm not very impressed.,False
1011691,1011692,AmazonHelp,False,2017-10-14T14:51:29Z,@142382 I'm sorry it arrived in this condition! Please explore return options here: https://t.co/EyUe2ZqM4j ^JF,2,I'm sorry it arrived in this condition! Please explore return options here.,False
1011691,1011693,142382,True,2017-10-15T06:43:02Z,@115821 @AmazonHelp excellent customer service and a brilliant resolution - thank you,3,excellent customer service and a brilliant resolution - thank you.,False
1011691,1099838,AmazonHelp,False,2017-10-15T06:46:00Z,"@142382 That's good to hear, thanks Chelle. ^KM",4,"That's good to hear, thanks Chelle.",False
101221,101221,138149,True,2017-11-27T22:09:18Z,@115830 disgusted with your customer service and inability to fulfill my Xanathars Guide pre-order I made in September!,0,disgusted with your customer service and inability to fulfill my Xanathars Guide pre-order I made in September!,False
101221,101213,AmazonHelp,False,2017-11-27T22:19:34Z,"@138149 I'm sorry for the delay! When you reached out to us, what information or options was offered? ^JP",1,"I'm sorry for the delay! When you reached out to us, what information or options was offered?",False
101221,101218,138149,True,2017-11-28T08:11:22Z,@AmazonHelp  https://t.co/YuW42258nU,2,,False
101221,2859954,AmazonHelp,False,2017-11-28T08:22:58Z,"@138149 Hi, I can appreciate the frustration this has caused. We can't view your order details here on social media.  When you placed your order were you given an estimated delivery date? Have you received any further emails indicating your order is delayed? ^BZ",3,"Hi, I can appreciate the frustration this has caused. We can't view your order details here on social media. When you placed your order were you given an estimated delivery date? Have you received any further emails indicating your order is delayed?",False
101221,2859955,AmazonHelp,False,2017-11-28T08:25:00Z,@138149 What information was given? ^AT,4,What information was given?,False
101221,101211,AmazonHelp,False,2017-11-28T08:32:00Z,@138149 I am sorry to see this - we do aim to meet the delivery date provided in the order confirmation email  ^TD,5,I am sorry to see this - we do aim to meet the delivery date provided in the order confirmation email.,False
101221,101210,138149,True,2017-11-28T11:03:55Z,@AmazonHelp I just thought the lack of date provided was due to being in advance https://t.co/Eix7WudNak,6,I just thought the lack of date provided was due to being in advance.,False
101221,101209,AmazonHelp,False,2017-11-28T11:29:28Z,@138149 I can see this was a pre-order. What is the current status of your order and is there any estimate for availability? ^BD,7,I can see this was a pre-order. What is the current status of your order and is there any estimate for availability?,False
101221,101208,138149,True,2017-11-28T12:12:52Z,"@AmazonHelp It was indeed a pre-order made nearly three months before release. Here is the response I got, asking me to wait until after Christmas, which is never acceptable https://t.co/c2fdgVMVy5",8,"It was indeed a pre-order made nearly three months before release. Here is the response I got, asking me to wait until after Christmas, which is never acceptable.",False
101221,101207,AmazonHelp,False,2017-11-28T12:22:27Z,"@138149 I'm so sorry! I'd like to dig into this with you. When you placed the order, was it eligible for release-date delivery? You can find more information about our release-day delivery by visiting us here: https://t.co/01tLDi18mW ^TK",9,"I'm so sorry! I'd like to dig into this with you. When you placed the order, was it eligible for release-date delivery? You can find more information about our release-day delivery by visiting us here.",False
101221,101206,138149,True,2017-11-28T12:31:17Z,"@AmazonHelp I'm honestly not sure. I wasn't necessarily expecting it the same day, but I did think it would arrive the same week, or at the very least the same month!",10,"I'm honestly not sure. I wasn't necessarily expecting it the same day, but I did think it would arrive the same week, or at the very least the same month!",False
101221,101205,AmazonHelp,False,2017-11-28T12:51:00Z,@138149 We'd like to look into your order with you. Please reach out to us via phone or chat here: https://t.co/hApLpMlfHN. We're here to help! ^AX,11,We'd like to look into your order with you. Please reach out to us via phone or chat here. We're here to help!,True
101221,101204,138149,True,2017-11-28T17:20:49Z,"@AmazonHelp Yeah, I just tried calling and it wasn't very helpful. You know I already tried the livechat as per screenshots and that wasn't helpful either.",12,"Yeah, I just tried calling and it wasn't very helpful. You know I already tried the livechat as per screenshots and that wasn't helpful either.",False
101221,101202,AmazonHelp,False,2017-11-28T17:34:31Z,@138149 I'm sorry to hear of the frustrations this order has caused Sofya.  Our team would like to research this further.  As we don't have access to account information via Twitter could you reach out to us with a few details here: https://t.co/tcho0eY0hD? ^AZ,13,I'm sorry to hear of the frustrations this order has caused Sofya. Our team would like to research this further. As we don't have access to account information via Twitter could you reach out to us with a few details here?,True
101221,101203,138149,True,2017-11-30T17:09:39Z,@AmazonHelp Done. And it was just as unhelpful as every other interaction with you.,14,Done. And it was just as unhelpful as every other interaction with you.,False
1012312,1012312,359533,True,2017-10-22T17:49:45Z,I have still not received my refund for returned item...which supposed to b in my account by 19th Oct. Not the first time. @AmazonHelp,0,I have still not received my refund for returned item...which supposed to b in my account by 19th Oct. Not the first time.,False
1012312,1012310,AmazonHelp,False,2017-10-22T17:59:38Z,"@359533 Sorry for the hassle, Satya. Please report this to us here: https://t.co/vlvfJr4nN9 and we’ll be glad to help you. ^NK",1,"Sorry for the hassle, Satya. Please report this to us here and we’ll be glad to help you.",False
1012312,1012311,359533,True,2017-10-22T18:05:15Z,@AmazonHelp it says refund issued on 14th Oct but I haven't received it yet,2,it says refund issued on 14th Oct but I haven't received it yet.,False
1012312,1012313,AmazonHelp,False,2017-10-22T18:23:00Z,"@359533 We'd like to check this, kindly connect with us via the above link. ^SG",3,"We'd like to check this, kindly connect with us via the above link.",False
1013760,1013760,359873,True,2017-10-22T18:28:38Z,"When instead of the bread you ordered @115830 deliver you mermaids, swimming trunks, haribo, beans, hot chocolate, beads &amp; humbugs 🤔 https://t.co/sYMvmooOpf",0,"When instead of the bread you ordered deliver you mermaids, swimming trunks, haribo, beans, hot chocolate, beads &amp; humbugs 🤔.",False
1013760,1013758,AmazonHelp,False,2017-10-22T18:40:31Z,@359873 Oh no! Sorry for the mix up! Please contact us here: https://t.co/JzP7hlA23B so we can get this corrected! We are here to help! ^AD,1,Oh no! Sorry for the mix up! Please contact us here so we can get this corrected! We are here to help!,True
1013760,1013759,359873,True,2017-10-22T18:43:35Z,@AmazonHelp Thanks. I'm not promising that I can resist eating the haribo now I can't make cheese on toast 🧀🐀. I won't paint the glitter mermaid though,2,Thanks. I'm not promising that I can resist eating the haribo now I can't make cheese on toast 🧀🐀. I won't paint the glitter mermaid though.,False
1014212,1014212,359987,True,2017-10-14T14:47:52Z,@115850 today 10% cash back is there on SBI debit cards. I bought Redmi max 2. But no cash back is received Why????,0,today 10% cash back is there on SBI debit cards. I bought Redmi max 2. But no cash back is received Why????,False
1014212,1014211,AmazonHelp,False,2017-10-14T15:11:00Z,"@359987 The cashback will be credited by January 17, 2018. For more info, please refer here: https://t.co/JE2ChFkHI6. ^HA",1,"The cashback will be credited by January 17, 2018. For more info, please refer here.",False
1014251,1014251,359996,True,2017-10-14T14:42:59Z,"@115821 and @149473 , telling continuous lie about my item. Calling or writing them is waste ur time. #NoAmazon #NoBluedart.",0,"and, telling continuous lie about my item. Calling or writing them is waste ur time. #NoAmazon #NoBluedart.",False
1014251,1014250,359996,True,2017-10-14T15:09:49Z,@AmazonHelp Already done 3 times today. you want more? Should I share the message where I already wrote to you about incident.,1,Already done 3 times today. you want more? Should I share the message where I already wrote to you about incident.,False
1014251,1014252,AmazonHelp,False,2017-10-14T15:35:36Z,"@359996 We're working on your concern, Dharmendra. You should hear an update from us soon. Keep an eye on your mailbox. ^MP",2,"We're working on your concern, Dharmendra. You should hear an update from us soon. Keep an eye on your mailbox.",False
1014251,1014253,359996,True,2017-10-16T13:58:47Z,"@AmazonHelp Hey, @115821 , the company of liar, it's already 48h. Didn't get any mail. Cheap  unprofessional idiots. #NoAmazon",3,"Hey,, the company of liar, it's already 48h. Didn't get any mail. Cheap unprofessional idiots. #NoAmazon.",False
